ArticleName, Summary, Link
0,Meta releases 2021 'Year-in-Review': All things trending on ...,"Meta: Meta Releases 2021 'Year-In-Review': All Things Trending On Facebook And Instagram In India
Meta today released its annual 'Year-in-review' to share the top trending topics on Facebook and Instagram for 2021.

For 2021, Covid and health, Sports, and an assortment of Cultural moments and topics captured the minds of Indians across Facebook and Instagram.

Prayer', 'Oxygen' and 'Hospital' were the top trending topics within this theme, as India grappled with the second wave of Covid and people reached out to each other for support on our platforms.

This then graduated to various 'Vaccine' and vaccination-related topics, as people looked to immunise themselves from the virus.

With the highest ever tally of medals at the 'Tokyo Olympics' and 'Paralympics Games', the country celebrated its athletes with 'Gold medal' becoming a key topic of discussion.

Test cricket made a big comeback, especially as India made it to the finals of the inaugural 'ICC World Test Championship'.

'Women's One Day International cricket' has been a trending topic, as cricketers like Mithali Raj, Smriti Mandhana, and Jhulan Goswami make India proud with their performances on the field.",https://timesofindia.indiatimes.com/gadgets-news/meta-releases-2021-year-in-review-all-things-trending-on-facebook-and-instagram-in-india/articleshow/88341988.cms
0,Facebook's 'metaverse' evolution is very scary - MSNBC News,"Facebook'S 'Metaverse' Evolution Is Very Scary
Facebook CEO Mark Zuckerberg announced Thursday that the company will be rebranding itself as Meta, with a new focus on the ""Metaverse"" and virtual reality products.

All jokes about ""Metadata"" and ""Metastasized harms"" aside, this rebranding move shouldn't take attention away from the very real problems Facebook has failed to fixed.

Frances Haugen, a former Facebook employee turned whistleblower, testified at a Senate hearing about what she said were her former company's failures in protecting children and teenagers online.

Regardless of what name it goes by, the company formerly known as Facebook has many problems it must fix.

Imagine a company like Meta choosing to block you from access to a virtual reality space the way that Facebook can block you from using its website and app.

The newly revitalized Federal Trade Commission, led by FTC Chair Lina Khan, should enforce consumer protection and pro-competition laws against Facebook and other large technology companies that are not in compliance with current regulatory standards.

We don't live in the metaverse yet, but it's disturbing to think that any of us would eventually live in a world entirely controlled by a loosely regulated technology company like Facebook.",https://www.msnbc.com/opinion/facebook-s-metaverse-evolution-very-scary-n1282723
0,The metaverse has a groping problem already - MIT ...,"Sexual assault and harassment in virtual worlds is not new, nor is it realistic to expect a world in which these issues will completely disappear.

The real problem, perhaps, has to do with the perception that when you play a game or participate in a virtual world, there's what Stanton describes as a ""Contract between developer and player."" ""As a player, I'm agreeing to being able to do what I want in the developer's world according to their rules,"" he says.

""We want everyone in Horizon Worlds to have a positive experience with safety tools that are easy to find-and it's never a user's fault if they don't use all the features we offer,"" Meta spokesperson Kristina Milian said.

""We will continue to improve our UI and to better understand how people use our tools so that users are able to report things easily and reliably. Our goal is to make Horizon Worlds safe, and we are committed to doing that work.""

Cross believes it would be useful for training sessions to explicitly lay out norms mirroring those that prevail in ordinary life: ""In the real world, you wouldn't randomly grope someone, and you should carry that over to the virtual world.""

Until we figure out whose job it is to protect users, one major step toward a safer virtual world is disciplining aggressors, who often go scot-free and remain eligible to participate online even after their behavior becomes known.

If anything is clear, it's this: There is no body that's plainly responsible for the rights and safety of those who participate anywhere online, let alone in virtual worlds.",https://www.technologyreview.com/2021/12/16/1042516/the-metaverse-has-a-groping-problem/
0,What do you think of Facebook charging its name to Meta?,,https://www.quora.com/What-do-you-think-of-Facebook-charging-its-name-to-Meta
0,Meta: 468 Employee Reviews | Indeed.com,,https://www.indeed.com/cmp/Meta-dd1502f2/reviews
0,De Facebook a Meta: una evolución más seria de lo que parece,,https://www.altonivel.com.mx/opinion/de-facebook-a-meta-una-evolucion-mas-seria-de-lo-que-parece/
0,Facebook's Meta rebrand echoes a failed metaverse company,"There's just one problem: There was already a very high-profile metaverse company called Meta, and it didn't turn out well.

Meta started out as a tiny operation, but over the course of five years grew into a relevant AR player in Silicon Valley.

The first iteration, the Meta 1, was funded via Kickstarter, ultimately garnering around $200,000 from supporters.

The company revealed an updated version in 2016, the Meta 2, which sold for $949. It seemed ready to deliver on the company's metaverse aspirations, including deploying AR immersion to improve factory floor worker training, technical design work, and remote communications.

Months later, an investment group secured the assets of Gribetz's failed company and, in a last-ditch effort to revive it, relaunched the effort as Meta View.

Considering Meta's scarred history, some AR industry insiders will find it particularly odd that Zuckerberg is attempting to rehabilitate the Facebook brand by using the same name as a failed metaverse player.

For Facebook, most of the mainstream public never got a chance to find out what the original Meta was.",https://qz.com/2081538/facebooks-meta-rebrand-echoes-a-failed-metaverse-company/
0,[OPINIÓN] Facebook se transforma (o esconde) en Meta - El ...,"Facebook Se Transforma En Meta
Esa es la nueva meta que se propuso Mark Zuckerberg y que anunció en Facebook Connect 2021, cita en la presentó el ""Metaverso"", proyecto a través del cual busca mover el encuentro entre personas de los dispositivos hacia un espacio de realidad virtual, donde se pueda interactuar entre avatares.

El despliegue de tecnología y posibilidades presentadas en la cita nos transportó a una película de ciencia ficción, quizás buscando dejar atrás los recientes problemas en los que se ha visto Facebook con los llamados ""Facebook Papers"", en la que empresas periodísticas de Estados Unidos y Europa unieron fuerzas para revelar una serie de denuncias en contra de la compañía, a la que, entre otras cosas, acusan de priorizar las ganancias por sobre la seguridad, esfuerzos por ganar mayor audiencia y estar en conocimiento del daño que causan las plataformas a los niños, entre otros.

Una situación compleja para la compañía que, además, es dueña de Instagram y Whatsapp, dos de las aplicaciones más populares a nivel mundial, que podrían verse afectadas por las denuncias en contra de la madre de las redes sociales.

""Nos ven como una red social, pero somos una compañía que conecta a las personas"", afirmó, dando un contexto sobre el cual justifica el cambio de nombre de su compañía de Facebook a Meta.

Pero también, el cambio de nombre es la oportunidad perfecta para dar vuelta la situación que afecta hoy a Facebook, y dejar en un lugar seguro a las otras aplicaciones de la compañía.

Es precisamente con este último que se encuentra desarrollando las pruebas y adaptaciones para los elementos que serán necesarios para interactuar en el metaverso.

Además, trabajan en mejorar el diseño para que sea mucho más accesible y cómodo, similar a lo que hicieron con Ray Ban Stories, pero en formato de nueva realidad. ¿Podrá la realidad virtual empañar los cuestionamientos de la red social que dio inicio a toda una nueva forma de interacción social? ¿Será suficiente para dejar de lado las graves acusaciones que se ciernen sobre su ópera prima? Pues, los usuarios tendrán la última palabra.",https://www.eha.cl/noticia/opinion/opinion-facebook-se-transforma-o-esconde-en-meta-12464
0,Meta - Twitter,,https://twitter.com/meta
0,Meta Company Culture | Comparably,"Meta Company Culture
2440 employees at Meta have reviewed Meta across various culture dimensions, providing their opinions on items ranging from executive ratings to the pace at work.

Employees at Meta are extremely happy with their total compensation at Meta, which includes a combination of pay, stock and equity, and benefits.

Overall, employees at Meta are pleased with their team.

The majority of employees at Meta believe the environment at Meta is positive.

Most Participants believe the pace of work at Meta is extremely fast.

About 54% of the employees at Meta work 8 hours or less, while 13% of them have an extremely long day - longer than twelve hours.

Overall, the employees at Meta are happy, based on their aggregated ratings of future outlook, customer perception, and their excitement going to work.",https://www.comparably.com/companies/meta
0,"Goodbye, Facebook; Hello, Meta - Sydney Morning Herald","As expected, Mark Zuckerberg announced this week that Facebook - the company, not the under-fire social network - is changing its name to Meta, a move he said reflects an emphasis on a new computing platform called the metaverse.

Critics say it's meant to deflect attention away from Facebook's increasingly toxic reputation.

If the metaverse play succeeds, there may not be any lasting need to respond to challenges such as filtering out fake news and hate speech, limiting data collection, making ad targeting more transparent - all these nasty, intractable, nagging nuisances that the recent release of the ""Facebook Papers"" has confirmed.

Facebook today serves a different purpose than it did a decade ago, and would-be challengers like Snapchat and TikTok aren't well-positioned to threaten the social media platform's dominance with older users.

The metaverse is fine as a side hustle, but in the real world where real people live, Facebook has been causing significant damage.

Putting aside the prospects of financial success with this big new platform, which don't look good, Facebook's hyperfocus on the metaverse right now reflects poor judgment by its management, and Mark Zuckerberg in particular.

Evidence is mounting that Facebook pushes older people toward conspiracy theories and teens toward body issues.",https://www.smh.com.au/business/companies/goodbye-facebook-hello-meta-20211029-p59499.html
0,Nie pomógł rebranding Meta. Facebook uznany za najgorszą ...,"Nie Pom�g� Rebranding Meta. Facebook Uznany Za Najgorsz� Firm� Roku
W październiku, po kilku tygodniach jednego z największych kryzysów wizerunkowych, Facebook zmienił nazwę na Meta - nawiązującą do projektu metaverse, czyli nowej, budowanej przez firmę Marka Zuckerberga postaci internetu w wirtualnej rzeczywistości.

To fundamentalna zmiana, która nie dotyczy tylko naszej reputacji - mówiła w rozmowie z ""Wyborczą"" Angelika Gifford, szefowa firmy na Europę, Bliski Wschód i Afrykę.

Technologie Microsoft przejmie potentata rynku gier.

Pegasusa: W Polsce nie ma odpowiedniej kontroli nad subami.

YouTube nadal toleruje antyszczepionkow propagand Konfederacji.

Technologie ""The New York Times"": zrodzony z mao znanej gry sta si spoecznociowym fenomenem z reguami jak z ""Wadcy much"".

Technologie ""The New York Times"": W Dolinie Krzemowej wycig po astronomiczne pensje - z big techw do kryptostart-upw.","https://wyborcza.biz/biznes/7,177150,27956046,nie-pomogl-rebranding-meta-facebook-uznany-najgorsza-firma.html"
0,Facebook changed its name to Meta - Sky News,"Facebook Changed Its Name To Meta
Facebook's parent company has been renamed Meta, prompting ridicule alongside allegations that the company is attempting to deflect recent criticism.

Critics have accused Facebook of attempting to distract attention from recent news reports and whistleblower testimonies that have, at their core, left the company facing accusations of putting profit before the wellbeing of its users.

""Senator Richard Blumenthal, who recently invited whistleblower Frances Haugen to testify before his sub-committee, said on Twitter:""You can run, but you can't hide Facebook.

More on Facebook Renaming ""Facebook""Meta"" solves the same kinds of problems that renaming ""torture"" ""Enhanced interrogation"" did.

The Tonight Show's account quipped: ""This feels like when there's an E. coli outbreak at a pizza place and they just change the name from 'Sal and Tony's' to 'Tony and Sal's'."".

Various celebrities, including NSA whistleblower Edward Snowden, urged people not to recognise the new name.

The 37-year-old Facebook founder said he would not be stepping down as Meta's chief executive.",https://news.sky.com/story/facebook-changed-its-name-to-meta-this-is-how-the-internet-reacted-12453990
0,Meta/Facebook is the worst company of the year - Yahoo ...,,https://finance.yahoo.com/news/meta-facebook-worst-company-of-the-year-yahoo-finance-165345819.html
0,A Meta View of Facebook's Meta Rebranding and the Metaverse,"A Meta View Of Facebook'S Meta Rebranding And The Metaverse
Do you think Metaverse is the right name, do you think Meta is the right name, and do you see this actually having some significant impact?

I think that's really all coming together in terms of the ecosystem being better able to support this, but what is gonna be important for Meta is how much of this can they drive, and how much of this can they monetize in terms of capitalizing on a Metaverse type of business case? So, yeah, those I think are some important takeaways, and that means Facebook is going to have to open up a pocket book, I believe, and buy some cloud native capable technologies that will push this along.

Steven Dickens: Meta Cloud, Fred? Do we think Meta cloud? I mean, you mentioned that they've got the capabilities running hyperscale data centers?

We can talk about Facebook and WhatsApp and we can talk about this U.S centric stuff, but I think Facebook is taking a very China like approach to developing economies, and they're trying to build stuff there, where things haven't been built yet, and they're banking on 10, 20, 30 years down the road. And so, what I'm seeing with that is an opportunity for them to experiment with new technologies and new technology tracks, that they can then kind of duplicate in established markets.

Fred McClimans: From my perspective here, and we'll kind of wrap this Meta discussion up, no pun intended, I think the areas that Meta the needs to invest in, that for me make a lot of sense, would be obviously in AI and in application development.

Because if you think about Meta as a new opportunity for the Facebook crew here, they really need to, in order to keep this going, in my opinion, start to think of this as the ultimate platform play.

Do you think it'll still be Meta? And do you think Facebook will still be that anchor within the Meta brand?",https://futurumresearch.com/futurum-tech-webcast/a-meta-view-of-facebooks-meta-rebranding-and-the-metaverse-what-to-expect-today-and-tomorrow-futurum-tech-webcast/
0,Facebook to change corporate name to Meta - CBS News,"Facebook Changing Corporate Name To Meta, Signaling Its Focus On The Metaverse
Facebook founder Mark Zuckerberg announced Thursday that the corporate name of the social media platform will change to ""Meta,"" to emphasize its ""Metaverse"" vision.

""From now on we are going to be Metaverse first, not Facebook,"" Zuckerberg said during a keynote address at the company's annual developer's conference.

Zuckerberg said the company's future will focus on building virtual reality products that connect users through a different medium.

The company describes the metaverse as a three- dimensional virtual space where users can create avatars that represent them.

Zuckerberg called Facebook, which he launched from his college dorm room in 2004, ""An iconic social media company,"" but added that the name no longer ""Encompasses"" everything the company does.

The company is also changing its stock ticker from ""FB"" to ""MVRS,"" effective December 1.

In August, Zuckerberg told CBS Mornings' anchor Gayle King the metaverse is ""The next generation of the internet.""",https://www.cbsnews.com/news/facebook-name-change-meta/
0,Facebook becomes Meta as Mark Zuckerberg tries to run the ...,"Rizwan Virk: Facebook Becomes Meta As Mark Zuckerberg Tries To Run The Metaverse. Why That'S Unlikely.
The chorus of big tech chief executives who say their companies will help build the metaverse include the heads of Epic, makers of the wildly popular video game Fortnite, Nvidia, the leader in chips that facilitate graphic displays, and even industry stalwart Microsoft.

No one has stepped up to the plate like Facebook CEO Mark Zuckerburg.

Recently, Facebook said it has plans to hire 10,000 engineers in Europe to build the metaverse.

Just Thursday, Facebook announced that its company name going forward will be Meta to reflect its focus on being a metaverse company.

Related Some suspect that Zuckerburg's metaverse obsession is just a way to distract from all the negative news coming out about Facebook.

Facebook is betting big that the metaverse will be accessed through virtual reality headsets, like Facebook's own Oculus Quest.

Facebook is also betting that lighter-weight augmented reality glasses, like the ones that Facebook is releasing in conjunction with Ray-Ban, will allow the metaverse to move beyond the computer, making it appear that virtual objects are in the world around us.",https://www.nbcnews.com/think/opinion/facebook-becomes-meta-mark-zuckerberg-tries-run-metaverse-why-s-ncna1282672
0,"Meta, la nouvelle drogue de Facebook ? - Entreprises","Meta, La Nouvelle Drogue De Facebook ?
C'est mieux que cela d'après ce que j'ai pu comprendre : Mark Zuckerberg veut nous faire entrer dans un monde parallèle, un univers de réalité virtuelle, le fameux Métavers, une expression tirée des romans de science-fiction.

Zuckerberg n'est pas le seul vouloir nous faire entrer dans ce Métavers, d'autres géants de la technologie californienne ont le même rêve.

Fr a posé la question deux philosophes français pour savoir pourquoi, alors qu'en Occident nous n'avons jamais vécu aussi bien sur le plan matériel, nous faisons tout pour nous échapper de la réalité ? Les philosophes ont rappelé qu'une partie de la population ne vit pas dans l'opulence et a encore des problèmes de fins de mois.

C'est la volonté de nous échapper d'un monde supposé invivable qui fera le succès ou non de la réalité virtuelle que nous propose Facebook.

En clair, le futur business de Facebook sera de nous proposer des pauses virtuelles pour nous extraire de la réalité.

Les philosophes qui se sont confiés mes confrères d'Atlantico disent que ""Le monde de l'image est une drogue. Le monde d'Internet est une drogue. Les réseaux sociaux sont une drogue. Le monde entier vit selon eux sous l'empire de la drogue. Quand il ne consomme pas du cannabis ou de la cocaïne, le monde est sous l'emprise des faiseurs d'images et d'univers virtuels"".

Et comme si ce n'était pas assez, ces mêmes philosophes ajoutent, je cite : ""Le grand rêve est d'échapper au monde et de ne plus vivre dans la réalité. Avec le monde virtuel qui vient, il va être possible de le réaliser"".",https://trends.levif.be/economie/entreprises/meta-la-nouvelle-drogue-de-facebook/article-opinion-1487029.html
0,"Opinion: Vous l'appelez toujours Facebook, mais en tant que ...","Opinion: Vous L'Appelez Toujours Facebook, Mais En Tant Que Meta Platforms, Le Stock Reçoit Beaucoup De ""J'Aime""
Les investisseurs dans les actions de Meta Platforms savent-ils quelque chose que le reste de Wall Street ne sait pas ? Depuis que la société a changé son nom de Facebook FB,+1,28 %fin octobre, le titre est en hausse de 8 %. Pourtant, il n'y a pas eu d'augmentation correspondante de l'estimation consensuelle des bénéfices futurs de l'entreprise.

la fin du mois de septembre, comme je l'ai souligné il y a quelques semaines, l'estimation du BPA des analystes du consensus pour le calendrier 2022 était de 16,12 $. Maintenant, c'est 14,45 $. Il y a eu une réduction similaire de l'estimation consensuelle pour l'année civile 2023.

Qu'est-ce qui a causé le rallye de l'action face la baisse des estimations de bénéfices ? Le coupable le plus évident est le changement de nom de l'entreprise, car - comme je l'ai signalé avant que l'entreprise ne change de nom - le marché réagit généralement favorablement aux changements de nom qui éliminent les références défavorables.

Mais le changement de nom de Facebook aurait-il vraiment pu conduire ce grand rallye face la baisse des estimations de bénéfices ?.

En fait, a-t-il ajouté, cela serait cohérent avec les résultats de ses recherches antérieures si l'action de Meta Platforms continuait battre le marché pendant plusieurs semaines.

Pour le moment, cependant, Meta Platforms a astucieusement changé le récit de la terrible publicité sur l'effet de Facebook sur notre société, et vers l'énorme potentiel du soi-disant métaverse.

moins que la tendance la baisse des estimations du consensus de Wall Street ne s'inverse dans les semaines venir, vous voudrez peut-être utiliser cette exubérance comme raison pour alléger l'exposition aux actions de Meta Platforms.",https://www.oxtero.com/2021/11/05/opinion-vous-lappelez-toujours-facebook-mais-en-tant-que-meta-platforms-le-stock-recoit-beaucoup-de-jaime-pour-linstant/
0,Publicis Media's Spark Foundry Wins Facebook Parent Meta's ...,"Publicis Media'S Spark Foundry Wins Facebook Parent Meta'S Media Review 11/03/2021
Facebook parent Meta has selected Publicis Groupe agency Spark Foundry to be its new media agency after a competitive pitch that began in March.

COMvergence estimates that the social media giant spent an estimated $742 million worldwide on measured media in 2020.

U.S. spending totaled approximately $490 million last year,.",https://www.mediapost.com/publications/article/368322/publicis-medias-spark-foundry-wins-facebook-paren.html
0,"Facebook's Metaverse Could Splinter Reality, Cause More ...","Facebook'S Metaverse Could Splinter Reality, Cause More Polarization
In the metaverse of the future, two people could be walking down the same street and see very different things thanks to the AR glasses they're wearing.

Experts told Insider that the metaverse could fracture reality as we know it, allowing advertisers and third parties to give people the personalized worlds they desire and making political polarization even worse.

The kinds of AR technology proposed through this grand metaverse concept, thrust into the limelight recently by Meta CEO Mark Zuckerberg, has the potential to transform our lives.

Rosenberg said the risks of the metaverse probably outweigh the good, but it doesn't matter - this new iteration of the internet is inevitable.

As Ethan Zuckerman, who designed one of the first metaverses in the 1990s, wrote in a cautionary piece about Meta's metaverse in The Atlantic last month: ""How will a company that can block only 6 percent of Arabic-language hate content deal with dangerous speech when it's worn on an avatar's T-shirt or revealed at the end of a virtual fireworks display?"".

The metaverse will also transform the advertising world, Rosenberg said.

Advertisers could pay for filters within a person's virtual world to inject their reality with specific messaging.",https://www.businessinsider.com/facebook-meta-metaverse-splinter-reality-more-2021-11
0,Facebook Oversight Board: Meta needs to be more ...,"Facebook Oversight Board: Meta Needs To Be More Transparent In Content Moderation
The independent board that oversees Facebook parent company, Meta, is once again urging the social media giant to be more transparent about its content moderation decisions.

The Facebook Oversight Board on Thursday released two rulings overturning Meta's decisions to remove user posts from its platforms, saying the content did not actually violate the company's policies.

The board asked Facebook to clarify how its actual policies applied to the situation, saying that ""In applying a vague, standardless penalty and then referring this case to the Board to resolve, Facebook seeks to avoid its responsibilities.""

In October, the Oversight Board released its first quarterly transparency report, noting that ""Facebook isn't being clear with the people who use its platforms,"" and calling on the company to give users more information about content decisions.

In its recommendations based on the case, the board said Meta should ""Explain to users precisely what rule in the content policy they have violated,"" when their content is acted upon.

Meta did not notify the user that their post had been restored until a month later, after the board asked about the company's messaging to the user, an issue Meta blamed on human error, the board said.

""Over time, we believe that the combined impact of our recommendations will push Meta to be more transparent and benefit users,"" the board said in the report.",https://wraltechwire.com/2021/12/12/facebook-oversight-board-meta-needs-to-be-more-transparent-in-content-moderation/
0,Facebook's Name Change Receives Poor Marks In New Poll,"Facebook'S Name Change Receives Poor Marks In New Poll
A new poll about Facebook's announcement that it changed their name to Meta shows Mark Zuckerberg's decision is not receiving an overwhelming positive response from the American public.

When respondents were asked why they believe Facebook decided to rebrand, 39% believed it was due to poor public perception and 37% thought it was connected to the recent internal leaks/whistleblowing.

""Given how much press the name change and the Facebook Papers are getting, I don't think the change will have much impact on how the company is viewed,"" she said.

Hemphill said Zuckerberg, ""Should start by doing more to address misinformation and toxicity on Facebook, Instagram, WhatsApp and his other properties. The platforms will still exist and operate nearly the same. Changing its name doesn't change its problems. The problems we see on these existing platforms will likely appear in Horizon and in hardware-specific worlds, too. The fundamental challenges of connecting people safely will still plague him and the company.""

""Elie Jacobs, a partner at Purposeful Communications, told me yesterday that the""... name change will have no bearing whatsoever on the crisis situations Facebook is facing.

""Think of how few people refer to Google as Alphabet or how many people still call Altria Phillip Morris. Facebook will still be Facebook and each week will uncover yet another scandalous thing Zuckerberg & Co. have tried to cover up,"" he said.

Christopher Tompkins, the CEO and founder of The Go! Agency, said ""Facebook's decision to change the platform's name is a classic redirection to pull attention away from not only what the public perceives, but what every marketing professional knows. There are more changes going on behind the scenes than the public at large know. They are not really money-motivated monsters. Power is what they are looking for, and gaining.""",https://www.forbes.com/sites/edwardsegal/2021/10/29/facebooks-name-change-receives-poor-marks-in-new-poll/
0,"Facebook's Meta Moment, Fake Review Numbers, GMB a Big ...","Facebook'S Meta Moment, Fake Review Numbers, GMB A Big Lead Driver
I'm sure you've read 20 articles and 10x more tweets discussing or ridiculing Facebook's Google-emulating holding company name change: Meta.

The analysis used sophisticated techniques to spot fake reviews, including machine learning, NLP and IP location, among several others.

Of the four leading US review sites, Google had the most fakes, followed by Yelp, Tripadvisor and Facebook.

The biggest source of review fraud was businesses generating or buying fake reviews for themselves.

The platforms have the capacity to do better enforcement and expunge much more review spam/fraud than they are.

Google My Business is now driving more leads to local businesses - those with storefronts or that do business in specific markets - than conventional Google organic search results.

Owner/CEO Joy Hawkins explained, ""Google My Business drives substantially more leads than any other lead source for small businesses,"" adding that ""The organic section of Google also still drives a good number of leads and should not be ignored."" In addition, Google explicitly says that organic rankings factor into GMB rankings.",https://www.nearmedia.co/meh-ta-moment-fake-reviews-gmb-a-big-lead-driver/
0,Facebook Changing Its Name to Meta Is a Brilliant Business ...,"Which is why Zuckerberg and company have looked to the future, turned the page on a new chapter, and changed Facebook to Meta-an attempt to usher in the metaverse, a new world built in virtual reality.

Changing Facebook's focus to the metaverse, right here and right now, is a brilliant business move.

Of course Facebook, I mean Meta, isn't the only company to commit resources to the metaverse.

Why is Facebook's brilliant move such bad news?

Why Facebook's move to the metaverse is bad news.

Yes, Facebook's track record should worry everyone about the future of the metaverse.

As a consumer, you have to be very careful as to whether Facebook's version of the metaverse is one you want to be a part of.",https://www.inc.com/justin-bariso/facebook-meta-mark-zuckerberg-innovators-dilemma-why-did-facebook-change-its-name.html
0,Facebook papers reveal company's disregard for social ...,"Facebook Papers Reveal Company'S Disregard For Social Consequences Of Misinformation In Non-Western Markets
The documents about the internal functioning of Facebook, now Meta, from the cache accessed by whistleblower Frances Haugen, submitted to the US Congress and examined by The Indian Express, outline two sets of voices within the company.

Given the clear social and political harm caused through and, perhaps, by Meta and its products, it is unfortunate that the leadership seems to win the day more often than not.

A host of technical, managerial and political reasons can account for the egregious inaction in Facebook's biggest market: The company lacks the capacity or has not invested in AI and manpower to tackle misinformation in ""Vernacular"" languages; Meta continues to take its ethical responsibility in Western markets more seriously; India lacks both the regulation and political will to clamp down on polarising and false political speech.

For it, concern for the social and political consequences of this drive seems secondary.

Meta's AI needs to factor in ethics and social impact in its operations.

Having said that, a mature constitutional democracy cannot merely place the blame for the erosion in the standards of its political and public conversation on the algorithms of a multinational company.

Political parties, so-called cultural organisations, and those who seek and hold constitutional office must not use social media platforms for political gain through polarisation, because it takes a larger toll.",https://indianexpress.com/article/opinion/editorials/facebook-metaverse-misinformation-fake-news-7622649/
0,Facebook (Meta) najgorszą firmą 2021 roku - Scroll,"Facebook Najgorszą Firmą 2021 Roku
W przeprowadzonej przez Yahoo Finance ankiecie użytkownicy skarżyli się przede wszystkim na kontrowersje związane z prywatnością, zmianę nazwy firmy oraz model biznesowy Facebooka.

W corocznej ankiecie przeprowadzanej przez Yahoo Finance Facebook wygrał w kategorii Najgorsza Firma roku 2021.

Facebook wyprzedził chińskiego giganta Alibaba i przekręt, jakim była spółka mająca rzekomo produkować elektryczne ciężarówki - Nikola.

Facebook niezmiennie uważany jest za miejsce stawiające w pierwszej kolejności na zysk, a grono użytkowników zdających sobie sprawę, co w mediach społecznościowych jest produktem, tylko się powiększa.

""Mimo skandalu goniącego skandal Facebook nadal posiada blisko 3 miliardy użytkowników. Dla większości to niezbędne narzędzie komunikacyjne. W popularności Facebooka nie przeszkadza najnowszy pozew sądowy, w którym Muzułmanie z Birmy uważają, że Facebook przyczynił się do ludobójstwa. Nie przeszkadza wprowadzona przez Apple analiza oferująca informacje na temat danych zbieranych przez aplikacje, bo to w opinii Facebooka „cios w stronę małych przedsiębiorstw"".

W popularności nie przeszkadzają niekończące się, rządowe komisje mające na celu ustalenie jak Facebook dba o prywatność użytkowników.

Facebook zostaje z nami na dłużej, bez względu na ankiety.",https://scroll.morele.net/technologia/facebook-meta-najgorsza-firma-2021-roku/
0,Facebook is now Meta — why the name change? | Tom's Guide,"Facebook Is Now Meta
Facebook has changed the name of its parent company to Meta.

Founder Mark Zuckerberg will now be the CEO of Meta, handing the reigns of Facebook over to another executive.

The release of the Facebook Papers to the Washington Post and the Facebook Files to the Wall Street Journal, plus the testimony by former Facebook product manager Frances Haugen in front of Congress, has painted a cynical picture of the blue social media platform.

Suffice it to say, Facebook has not had a good 2021.

While Facebook had committed to dampening down the most animated parts of online political punditry prior to the 2020 election, limiting engagement in the process, as soon as Joe Biden was confirmed as the winner, it turned off those safeguards.

""Facebook has demonstrated they cannot act independently. Facebook, over and over again, has shown it chooses profit over safety,"" said Haugen in an interview with CBS' 60 Minutes.

Facebook had also aggressively pushed into Myanmar, striking deals with phone carriers for free Facebook access, not thinking of the consequences.",https://www.tomsguide.com/news/facebook-is-now-meta-why-the-name-change
0,Meta? Horizon? Facebook renaming report sparks viral ...,"Meta? Horizon? Facebook Renaming Report Sparks Viral Speculation
Mark Zuckerberg had voiced his ambition for Facebook to eventually be known better for its metaverse.

The web address meta.com currently redirects to meta.org, the home of a biomedical research discovery tool developed under the stewardship of the Chan Zuckerberg Initiative, which is co-founded by the Facebook CEO. That suggests Zuckerberg has a head start on any other contender looking to secure the ultimate name for a metaverse firm.

The aim of the rebranding would be to reposition Facebook as a metaverse company, The Verge said, with the marquee apps and services like Facebook, Instagram and WhatsApp likely maintaining their branding under a new parent structure not unlike that practiced by Google and its parent Alphabet Inc. Facebook declined to comment.

Supporting the Meta idea are several factors: Silicon Valley firms favor brief domain names as a mark of prestige, with Alphabet calling abc.xyz home.

Any company named Meta would also be able to lay claim to the term ""Metaverse"" as its own rather than the generic descriptor it currently is.

A separate augmented-reality startup with the same name was sold in 2019 to a buyer called Meta View, which planned to develop an AR headset.

Facebook is planning to announce a name change by October 28, The Verge said.",https://www.business-standard.com/article/technology/meta-horizon-facebook-renaming-report-sparks-viral-speculation-121102001522_1.html
0,Facebook Inc. renames itself 'Meta' | Philstar.com,"Facebook Inc. Renames Itself 'Meta'
SAN FRANCISCO - Facebook changed its parent company name to ""Meta"" on Thursday as the tech giant tries to move past being a scandal-plagued social network to its virtual reality vision for the future.

The company's critics pounced on the rebranding, with an activist group calling itself The Real Facebook Oversight Board saying the platform is harming democracy while spreading disinformation and hate.

""Their meaningless name change should not distract from the investigation, regulation and real, independent oversight needed to hold Facebook accountable,"" the group said in a statement.

Facebook noted in a filing that from September ""It became subject to government investigations and requests"" relating to the documents leaked to lawmakers and regulators.

A Washington Post report last month suggested that Facebook's interest in a metaverse virtual world is ""Part of a broader push to rehabilitate the company's reputation with policymakers and reposition Facebook to shape the regulation of next-wave internet technologies.""

Facebook has just announced plans to hire 10,000 people in the European Union to build the ""Metaverse,"" with Zuckerberg emerging as a leading promoter of the concept.

Facebook has been hit by major crises previously, but the current view behind the curtain of the insular company has fueled a frenzy of scathing reports and scrutiny from US regulators.",https://www.philstar.com/headlines/2021/10/30/2137752/facebook-inc-renames-itself-meta
